r1,r2,a1,b1,a2,b2,a3,b3,a4,b4,ratio
6656,4851,8,7,8,11,8,7,13,9,1.3720882292310863
5929,4320,14,15,7,8,11,8,11,9,1.3724537037037037
6591,4802,13,14,13,14,13,14,12,7,1.3725531028738025
10192,7425,14,15,14,15,12,11,13,9,1.3726599326599327
858,625,6,5,4,5,11,10,13,10,1.3728
7425,5408,9,8,11,13,15,13,5,4,1.3729659763313609
1001,729,13,12,7,9,11,9,4,3,1.373113854595336
2197,1600,13,15,13,10,3,4,13,8,1.373125
2160,1573,12,13,12,11,15,11,0,0,1.3731722822631913
17303,12600,11,10,11,14,11,10,13,9,1.3732539682539682
4374,3185,9,10,9,7,12,13,9,7,1.3733124018838305
10816,7875,8,7,13,15,13,15,8,5,1.3734603174603175
125,91,15,13,5,6,10,7,0,0,1.3736263736263736
28561,20790,13,14,13,15,13,9,13,11,1.3737854737854738
15092,10985,14,13,11,13,14,13,7,5,1.3738734638142922
5184,3773,6,7,8,7,12,11,9,7,1.3739729658097004
1715,1248,7,8,5,4,14,13,7,6,1.3741987179487178
5488,3993,10,11,14,11,14,15,14,11,1.3744052091159529
3300,2401,8,7,5,7,15,14,11,7,1.3744273219491878
6272,4563,8,9,12,13,14,13,14,9,1.3745342976112207
378,275,9,10,12,11,7,5,0,0,1.3745454545454545
5808,4225,11,13,11,10,12,13,8,5,1.3746745562130178
1225,891,10,9,7,9,14,11,5,4,1.3748597081930416
10647,7744,13,11,7,8,9,11,13,8,1.374870867768595
11,8,11,8,0,0,0,0,0,0,1.375
14641,10647,11,13,11,9,11,13,11,7,1.3751291443599136
832,605,13,11,8,11,8,5,0,0,1.375206611570248
5632,4095,11,13,8,7,8,9,8,5,1.3753357753357753
10985,7986,13,11,10,11,13,12,13,11,1.3755321813173054
260,189,8,9,13,14,5,3,0,0,1.3756613756613756
4719,3430,11,10,11,14,13,14,12,7,1.375801749271137
4459,3240,14,15,7,8,7,6,13,9,1.3762345679012347
11011,8000,11,10,7,8,11,10,13,10,1.376375
3024,2197,12,13,12,13,7,5,15,13,1.3764223941738734
1575,1144,7,8,15,11,15,13,0,0,1.3767482517482517
3025,2197,15,13,11,13,11,9,15,13,1.376877560309513
8019,5824,9,8,11,13,9,8,9,7,1.3768887362637363
20160,14641,10,11,12,11,12,11,14,11,1.3769551260159825
1859,1350,13,15,13,10,11,9,0,0,1.377037037037037
5832,4235,9,10,12,11,12,11,9,7,1.3770956316410863
500,363,10,9,10,11,15,11,0,0,1.3774104683195592
135,98,15,14,9,7,0,0,0,0,1.3775510204081634
38416,27885,14,13,14,15,14,13,14,11,1.3776582391967007
441,320,9,8,7,8,7,5,0,0,1.378125
5200,3773,8,7,5,7,10,7,13,11,1.3782136231115822
9317,6760,14,13,11,10,11,13,11,8,1.3782544378698225
448,325,14,13,4,5,8,5,0,0,1.3784615384615384
4235,3072,7,8,5,4,11,12,11,8,1.3785807291666667
91,66,13,12,14,11,0,0,0,0,1.378787878787879
484,351,12,13,11,9,11,9,0,0,1.378917378917379
3861,2800,15,14,11,10,9,10,13,10,1.3789285714285715
2048,1485,8,9,4,3,8,11,8,5,1.3791245791245792
3575,2592,13,12,5,6,11,9,5,4,1.3792438271604939
30375,22022,15,13,9,11,15,14,15,11,1.379302515666152
13520,9801,8,9,13,11,10,9,13,11,1.3794510764207735
7040,5103,8,9,10,9,8,9,11,7,1.3795806388398981
338,245,13,14,13,14,8,5,0,0,1.379591836734694
15092,10935,14,15,11,9,7,9,14,9,1.3801554641060814
8281,6000,14,15,7,8,13,10,13,10,1.3801666666666668
28224,20449,12,13,12,13,14,11,14,11,1.3802141914030026
9317,6750,11,10,11,15,11,10,14,9,1.3802962962962964
3675,2662,10,11,14,11,7,8,15,11,1.3805409466566492
700,507,14,13,10,13,5,3,0,0,1.3806706114398422
243,176,9,8,9,10,15,11,0,0,1.3806818181818181
3267,2366,11,13,9,7,11,13,3,2,1.3808114961961115
30758,22275,14,15,13,11,13,15,13,9,1.3808305274971941
6912,5005,12,13,8,7,9,11,8,5,1.381018981018981
2475,1792,15,14,11,12,9,8,5,4,1.3811383928571428
1170,847,15,14,12,11,13,11,0,0,1.3813459268004722
880,637,11,13,8,7,10,7,0,0,1.3814756671899528
9477,6860,9,10,9,7,13,14,9,7,1.3814868804664724
1625,1176,5,6,5,4,13,14,10,7,1.3818027210884354
539,390,14,13,11,10,7,6,0,0,1.382051282051282
12544,9075,14,15,14,11,8,11,8,5,1.382258953168044
3185,2304,7,8,5,4,7,8,13,9,1.3823784722222223
864,625,6,5,4,5,6,5,6,5,1.3824
6075,4394,9,8,12,13,15,13,15,13,1.3825671370050068
16562,11979,13,11,7,9,13,11,14,11,1.3825861925035479
112,81,8,9,14,9,0,0,0,0,1.382716049382716
1521,1100,9,10,13,11,13,10,0,0,1.3827272727272728
242,175,11,10,11,14,8,5,0,0,1.3828571428571428
20250,14641,9,11,15,11,10,11,15,11,1.3831022471142682
3025,2187,5,6,10,9,11,9,11,9,1.3831732967535437
1859,1344,13,12,11,14,13,8,0,0,1.3831845238095237
18000,13013,12,13,10,11,15,13,10,7,1.3832321524629216
14641,10584,11,12,11,9,11,14,11,7,1.3833144368858654
17576,12705,13,11,13,15,8,7,13,11,1.383392365210547
9152,6615,8,7,11,15,8,7,13,9,1.3835222978080122
5145,3718,14,13,7,8,15,13,14,11,1.3838084991931145
10985,7938,13,14,13,14,10,9,13,9,1.3838498362307887
14014,10125,14,15,11,10,13,15,14,9,1.3840987654320989
2835,2048,9,8,7,8,9,8,5,4,1.38427734375
19600,14157,10,9,10,13,14,11,14,11,1.384474111746839
7371,5324,9,11,14,11,9,8,13,11,1.3844853493613825
18,13,14,13,9,7,0,0,0,0,1.3846153846153846
9216,6655,12,11,12,11,8,11,8,5,1.3848234410217881
975,704,7,8,5,4,13,14,15,11,1.3849431818181819
3025,2184,5,6,5,4,11,13,11,7,1.38507326007326
20280,14641,10,11,12,11,13,11,13,11,1.3851512874803633
320,231,8,9,8,7,15,11,0,0,1.3852813852813852
2376,1715,8,7,11,14,9,10,12,7,1.3854227405247814
5500,3969,10,9,11,14,10,9,10,7,1.3857394809775763
7605,5488,13,14,13,14,15,14,3,2,1.3857507288629738
686,495,14,15,7,6,14,11,0,0,1.385858585858586
693,500,9,10,11,10,7,5,0,0,1.386
2695,1944,5,6,11,9,7,6,7,6,1.3863168724279835
3549,2560,9,8,13,15,7,8,13,8,1.386328125
28350,20449,15,13,9,11,15,13,14,11,1.3863758619003375
1331,960,11,10,11,12,11,8,0,0,1.3864583333333333
104,75,13,15,8,5,0,0,0,0,1.3866666666666667
1875,1352,15,13,5,6,15,13,5,4,1.3868343195266273
9100,6561,10,9,7,9,10,9,13,9,1.3869836915104405
2197,1584,13,12,13,12,13,11,0,0,1.3869949494949494
1573,1134,13,14,11,9,11,9,0,0,1.3871252204585538
9720,7007,12,13,10,11,9,7,9,7,1.3871842443271014
12375,8918,15,14,10,13,15,14,11,7,1.3876429692756223
27440,19773,14,13,10,13,14,13,14,9,1.3877509735497902
3969,2860,9,8,9,10,14,13,14,11,1.3877622377622378
1155,832,15,13,7,8,11,8,0,0,1.3882211538461537
168,121,12,11,14,11,0,0,0,0,1.3884297520661157
704,507,12,13,12,13,11,9,4,3,1.388560157790927
243,175,9,10,9,7,6,5,0,0,1.3885714285714286
25,18,5,6,5,3,0,0,0,0,1.3888888888888888
13689,9856,9,8,13,14,9,11,13,8,1.3889001623376624
1089,784,9,8,11,14,11,7,0,0,1.3890306122448979
3744,2695,9,11,8,7,13,15,12,7,1.3892393320964749
2401,1728,7,6,7,8,7,6,7,6,1.3894675925925926
32955,23716,13,14,13,11,13,14,15,11,1.3895682239838083
1430,1029,10,9,11,14,13,14,12,7,1.3896987366375122
21952,15795,14,13,14,15,8,9,14,9,1.389806900918012
1911,1375,13,11,7,10,7,5,6,5,1.3898181818181818
6776,4875,14,15,11,10,11,13,8,5,1.389948717948718
1001,720,13,12,11,10,7,6,0,0,1.3902777777777777
14641,10530,11,13,11,10,11,9,11,9,1.3904083570750236
2816,2025,8,9,4,3,11,15,8,5,1.3906172839506172
2025,1456,15,14,12,13,9,8,5,4,1.3907967032967032
338,243,8,9,13,12,13,9,0,0,1.3909465020576133
12960,9317,10,11,12,11,12,11,9,7,1.3910056885263498
20449,14700,13,15,13,10,11,14,11,7,1.3910884353741497
11520,8281,12,13,12,13,8,7,10,7,1.3911363361912812
750,539,15,14,10,11,10,7,0,0,1.391465677179963
13365,9604,15,14,11,14,9,7,9,7,1.3916076634735526
1176,845,14,13,12,13,7,5,0,0,1.391715976331361
245,176,7,8,5,4,14,11,0,0,1.3920454545454546
4235,3042,14,13,11,13,11,9,5,4,1.3921761998685076
891,640,9,8,9,10,11,8,0,0,1.3921875
20384,14641,13,11,8,11,14,11,14,11,1.39225462741616
1792,1287,8,9,12,13,14,11,4,3,1.3923853923853924
4212,3025,9,10,12,11,12,11,13,10,1.392396694214876
3168,2275,12,13,6,5,11,15,12,7,1.3925274725274726
4550,3267,10,11,14,11,5,6,13,9,1.3927150290786654
4400,3159,10,9,10,13,11,9,4,3,1.3928458372902817
39,28,15,14,13,10,0,0,0,0,1.3928571428571428
2662,1911,11,13,11,9,11,14,12,7,1.392987964416536
1024,735,6,7,8,7,8,9,8,5,1.3931972789115645
4459,3200,7,8,13,10,7,8,7,5,1.3934375
6760,4851,8,9,13,14,13,11,10,7,1.3935271078128222
1568,1125,14,15,14,15,8,5,0,0,1.3937777777777778
8281,5940,13,11,7,9,14,15,13,8,1.394107744107744
1694,1215,14,15,11,9,11,9,0,0,1.394238683127572
5577,4000,9,8,11,15,13,10,13,10,1.39425
2592,1859,12,13,12,13,12,11,3,2,1.394298009682625
14641,10500,11,10,11,15,11,10,11,7,1.3943809523809523
675,484,9,11,15,11,5,4,0,0,1.3946280991735538
1650,1183,15,13,11,13,10,7,0,0,1.3947590870667794
2187,1568,9,8,9,10,15,14,9,7,1.3947704081632653
9152,6561,8,9,11,9,8,9,13,9,1.3949093126047858
2197,1575,13,15,13,10,13,14,4,3,1.394920634920635
625,448,5,6,5,4,15,14,5,4,1.3950892857142858
13000,9317,10,11,10,11,10,7,13,11,1.395298915960073
3773,2704,14,13,7,8,14,13,11,8,1.3953402366863905
8000,5733,10,9,10,13,8,7,10,7,1.3954299668585384
5265,3773,13,14,9,7,9,11,10,7,1.3954412934004772
10976,7865,14,15,12,11,14,13,14,11,1.3955499046408137
2268,1625,9,10,12,13,6,5,7,5,1.3956923076923078
490,351,14,13,5,6,14,9,0,0,1.396011396011396
2457,1760,9,8,9,10,13,12,14,11,1.3960227272727272
363,260,11,13,11,10,3,2,0,0,1.396153846153846
384,275,6,5,8,11,8,5,0,0,1.3963636363636365
715,512,7,8,5,4,13,14,11,8,1.396484375
33750,24167,15,13,10,13,15,13,15,11,1.396532461621219
11200,8019,8,9,10,9,10,11,14,9,1.3966828781643597
169,121,13,11,13,11,0,0,0,0,1.396694214876033
88,63,8,9,11,7,0,0,0,0,1.3968253968253967
13689,9800,9,10,9,7,13,14,13,10,1.3968367346938775
4225,3024,13,14,10,9,13,12,5,4,1.3971560846560847
3773,2700,14,15,14,15,7,6,11,8,1.3974074074074074
945,676,15,13,7,8,15,13,6,5,1.3979289940828403
5096,3645,8,9,14,15,13,9,7,6,1.398079561042524
15379,11000,13,11,7,10,13,10,13,10,1.398090909090909
24192,17303,12,13,12,11,12,11,14,11,1.398139051031613
1573,1125,13,15,11,9,11,10,6,5,1.3982222222222223
24167,17280,13,12,11,12,13,15,13,8,1.3985532407407408
200,143,12,13,10,11,5,3,0,0,1.3986013986013985
9477,6776,9,11,9,7,9,8,13,11,1.3986127508854782
891,637,11,13,9,7,9,7,0,0,1.3987441130298273
8775,6272,9,8,13,14,15,14,5,4,1.399075255102041
2401,1716,14,13,7,8,14,11,7,6,1.3991841491841492
480,343,6,7,8,7,10,7,0,0,1.3994169096209912
5733,4096,9,8,7,8,7,8,13,8,1.399658203125
9317,6656,11,13,11,8,7,8,11,8,1.3997896634615385
13720,9801,10,11,14,11,7,9,14,9,1.399857157432915
7,5,7,5,0,0,0,0,0,0,1.4
10648,7605,11,13,11,9,11,13,8,5,1.4001314924391848
9801,7000,9,10,11,10,11,10,9,7,1.4001428571428571
5915,4224,13,12,13,12,7,8,15,11,1.4003314393939394
605,432,11,12,11,9,5,4,0,0,1.400462962962963
18225,13013,15,13,9,11,15,13,9,7,1.4005225543687083
416,297,8,9,4,3,13,11,0,0,1.4006734006734007
1716,1225,6,5,13,15,6,7,11,7,1.4008163265306122
7150,5103,13,14,10,9,10,9,11,9,1.4011365863217715
2197,1568,13,14,13,14,13,8,0,0,1.4011479591836735
17303,12348,13,14,11,9,11,14,11,7,1.4012795594428247
2205,1573,9,11,14,11,14,13,5,4,1.4017800381436745
3080,2197,15,13,11,13,12,13,14,9,1.401911697769686
729,520,9,8,9,10,14,13,9,7,1.4019230769230768
4732,3375,13,15,13,10,4,5,14,9,1.402074074074074
875,624,5,6,5,4,14,13,5,4,1.4022435897435896
16335,11648,9,8,11,13,15,14,11,8,1.4023866758241759
5600,3993,10,11,12,11,10,11,14,9,1.4024542950162784
20449,14580,13,15,11,9,13,12,11,9,1.4025377229080933
108,77,9,11,12,7,0,0,0,0,1.4025974025974026
11616,8281,12,13,8,7,11,13,11,7,1.4027291389928753
1250,891,5,6,10,9,10,9,15,11,1.4029180695847363
275,196,15,14,5,6,11,7,0,0,1.403061224489796
19208,13689,14,13,7,9,14,13,14,9,1.4031704288114544
3087,2200,7,8,14,11,9,10,7,5,1.403181818181818
8320,5929,10,11,8,7,8,7,13,11,1.403272052622702
5929,4225,14,13,11,10,11,13,7,5,1.4033136094674556
539,384,11,12,7,8,7,4,0,0,1.4036458333333333
2548,1815,14,15,13,11,14,11,0,0,1.4038567493112948
2464,1755,14,13,8,9,11,9,6,5,1.403988603988604
351,250,9,10,6,5,13,10,0,0,1.404
455,324,13,12,7,9,5,3,0,0,1.404320987654321
24300,17303,9,11,15,11,12,13,15,11,1.4043807432237185
13310,9477,11,13,10,9,11,9,11,9,1.4044528859343675
1573,1120,11,10,11,14,13,8,0,0,1.4044642857142857
21600,15379,15,13,10,13,12,13,12,7,1.4045126471161975
1024,729,8,9,10,9,8,9,8,5,1.4046639231824416
2704,1925,4,5,8,7,13,10,13,11,1.4046753246753247
5625,4004,15,14,10,13,15,11,5,4,1.4048451548451548
28561,20328,13,14,13,11,13,12,13,11,1.4050078709169618
3087,2197,14,13,14,13,9,13,7,4,1.4050978607191624
1859,1323,13,14,13,14,11,9,4,3,1.4051398337112624
3375,2401,15,14,6,7,15,14,10,7,1.405664306538942
7840,5577,14,13,14,13,8,11,5,3,1.405773713466021
1701,1210,9,10,14,11,9,10,15,11,1.405785123966942
1188,845,14,13,11,10,9,13,12,7,1.4059171597633136
45,32,9,8,5,4,0,0,0,0,1.40625
6655,4732,15,13,11,12,11,13,11,7,1.4063820794590025
1872,1331,12,11,12,11,13,11,0,0,1.4064613072877536
128,91,12,13,8,7,4,3,0,0,1.4065934065934067
325,231,13,14,10,9,15,11,0,0,1.406926406926407
3861,2744,6,7,9,7,11,14,13,8,1.407069970845481
1372,975,14,13,14,15,7,5,0,0,1.4071794871794872
4459,3168,7,8,14,11,7,8,13,9,1.4075126262626263
5929,4212,11,12,11,12,14,13,14,9,1.407644824311491
9009,6400,9,8,7,8,11,10,13,10,1.40765625
3380,2401,13,14,13,14,8,7,10,7,1.407746772178259
14641,10400,11,13,11,10,11,10,11,8,1.4077884615384615
6272,4455,14,15,12,11,8,9,14,9,1.4078563411896745
176,125,6,5,11,15,8,5,0,0,1.408
12375,8788,15,13,11,13,15,13,5,4,1.4081702321347291
3080,2187,8,9,10,9,11,12,14,9,1.4083219021490627
169,120,13,12,13,10,0,0,0,0,1.4083333333333334
1331,945,11,12,11,9,11,15,12,7,1.4084656084656084
11664,8281,12,13,9,7,9,13,12,7,1.4085255403936723
6656,4725,8,9,8,7,13,15,8,5,1.4086772486772488
1875,1331,10,11,10,11,15,11,5,4,1.4087152516904582
5000,3549,10,9,10,13,15,13,10,7,1.4088475626937165
6075,4312,15,14,9,11,9,7,5,4,1.4088589981447124
8788,6237,8,9,13,14,13,11,13,9,1.4090107423440756
3969,2816,9,8,7,8,9,11,7,4,1.4094460227272727
7623,5408,9,8,11,13,11,13,7,4,1.4095784023668638
1008,715,14,13,9,11,8,5,0,0,1.4097902097902097
1365,968,13,11,7,8,15,11,0,0,1.4101239669421488
55,39,15,13,11,9,0,0,0,0,1.4102564102564104
3159,2240,9,8,9,10,15,14,13,10,1.410267857142857
28561,20250,13,15,13,10,13,15,13,9,1.4104197530864198
512,363,8,7,8,11,14,11,4,3,1.4104683195592287
1625,1152,5,6,5,4,13,12,5,4,1.4105902777777777
1728,1225,4,5,8,7,6,5,9,7,1.4106122448979592
16900,11979,10,9,10,11,13,11,13,11,1.4108022372485183
800,567,8,9,10,9,10,7,0,0,1.4109347442680775
1521,1078,13,14,13,11,9,7,0,0,1.4109461966604824
38416,27225,14,15,14,15,14,11,14,11,1.4110560146923783
484,343,8,7,11,14,11,7,0,0,1.4110787172011663
882,625,14,15,9,10,7,5,6,5,1.4112
343,243,7,6,7,9,14,9,0,0,1.4115226337448559
847,600,14,15,11,10,11,8,0,0,1.4116666666666666
5824,4125,14,15,12,11,13,15,8,5,1.411878787878788
13013,9216,13,12,11,12,7,8,13,8,1.4120008680555556
2625,1859,14,13,10,11,15,13,5,4,1.4120494889725659
10935,7744,9,8,9,11,9,8,15,11,1.412060950413223
14641,10368,11,12,11,12,11,8,11,9,1.412133487654321
13365,9464,9,8,11,13,15,13,9,7,1.412193575655114
15379,10890,13,11,7,9,13,11,13,10,1.4122130394857668
572,405,13,15,11,9,4,3,0,0,1.4123456790123456
19773,14000,9,10,13,14,13,10,13,10,1.4123571428571429
15552,11011,12,13,12,11,12,11,9,7,1.4124057760421396
10985,7776,13,12,5,6,13,12,13,9,1.4126800411522633
26325,18634,9,11,15,11,13,14,15,11,1.412740152409574
900,637,15,14,10,13,12,7,0,0,1.41287284144427
147,104,14,13,7,8,3,2,0,0,1.4134615384615385
9408,6655,14,15,12,11,12,11,14,11,1.4136739293764087
3584,2535,8,9,12,13,14,13,8,5,1.4138067061143984
1944,1375,9,10,12,11,9,10,8,5,1.4138181818181819
140,99,10,9,14,11,0,0,0,0,1.4141414141414141
13689,9680,13,11,9,11,9,8,13,10,1.4141528925619835
99,70,9,10,11,7,0,0,0,0,1.4142857142857144
1375,972,5,6,10,9,11,9,5,4,1.4146090534979423
2535,1792,13,12,13,14,9,8,5,4,1.4146205357142858
6655,4704,11,12,11,12,15,14,11,7,1.4147534013605443
13182,9317,13,14,13,11,12,11,13,11,1.414833100783514
208,147,8,9,13,14,12,7,0,0,1.4149659863945578
637,450,14,15,14,15,13,8,0,0,1.4155555555555555
14157,10000,9,10,11,10,11,10,13,10,1.4157
11011,7776,13,12,7,9,11,9,11,8,1.4160236625514404
405,286,15,13,9,11,3,2,0,0,1.416083916083916
21780,15379,15,13,11,13,12,13,11,7,1.416216919175499
18928,13365,8,9,14,15,13,9,13,11,1.4162364384586608
3718,2625,13,15,13,10,4,5,11,7,1.4163809523809523
4125,2912,15,13,5,6,15,14,11,8,1.4165521978021978
28561,20160,13,12,13,14,13,15,13,8,1.4167162698412699
1200,847,10,11,12,11,10,7,0,0,1.4167650531286895
486,343,6,7,9,7,9,7,0,0,1.4169096209912537
625,441,15,14,5,6,10,9,10,7,1.417233560090703
343,242,7,8,14,11,14,11,0,0,1.4173553719008265
27225,19208,15,14,11,14,15,14,11,7,1.4173781757601
2156,1521,14,13,11,13,14,9,0,0,1.4174884944115713
567,400,9,8,9,10,7,5,0,0,1.4175
1225,864,5,6,5,4,7,9,7,4,1.4178240740740742
2304,1625,12,13,6,5,4,5,8,5,1.4178461538461538
363,256,9,8,11,12,11,8,0,0,1.41796875
4480,3159,14,13,8,9,8,9,5,3,1.418170307059196
78,55,13,11,6,5,0,0,0,0,1.4181818181818182
1936,1365,6,7,11,9,11,13,8,5,1.4183150183150184
715,504,10,9,11,14,13,8,0,0,1.4186507936507937
10816,7623,13,11,8,11,8,7,13,9,1.4188639643185097
5632,3969,8,9,8,7,8,9,11,7,1.418997228521038
8624,6075,14,15,11,10,8,9,14,9,1.419588477366255
3549,2500,13,15,13,10,9,10,7,5,1.4196
2662,1875,11,10,11,15,11,10,8,5,1.4197333333333333
4725,3328,9,8,7,8,15,13,5,4,1.4197716346153846
8281,5832,13,12,7,9,7,6,13,9,1.4199245541838135
1890,1331,9,11,14,11,15,11,0,0,1.419984973703982
20449,14400,13,12,11,10,13,15,11,8,1.4200694444444444
240,169,12,13,12,13,5,3,0,0,1.4201183431952662
2187,1540,9,10,9,7,9,11,3,2,1.4201298701298701
17576,12375,13,11,13,15,13,15,8,5,1.4202828282828284
125,88,5,6,5,4,15,11,0,0,1.4204545454545454
4455,3136,15,14,11,12,9,8,9,7,1.4205994897959184
2401,1690,14,13,14,13,7,10,7,4,1.4207100591715975
24167,17010,13,14,13,15,13,9,11,9,1.4207524985302764
8424,5929,13,11,8,11,9,7,9,7,1.4208129532804858
6336,4459,8,7,11,14,12,13,12,7,1.4209464005382373
975,686,15,14,13,14,10,7,0,0,1.4212827988338192
5488,3861,14,13,7,9,14,11,4,3,1.4213934213934214
462,325,14,13,11,10,6,5,0,0,1.4215384615384616
91,64,7,8,13,8,0,0,0,0,1.421875
1331,936,11,13,11,8,11,9,0,0,1.422008547008547
9464,6655,13,11,8,11,13,10,14,11,1.4220886551465064
64,45,8,9,8,5,0,0,0,0,1.4222222222222223
845,594,13,12,10,11,13,9,0,0,1.4225589225589226
2420,1701,10,9,11,14,4,3,11,9,1.422692533803645
5577,3920,13,14,13,14,11,10,3,2,1.422704081632653
4802,3375,14,15,14,15,7,6,7,5,1.4228148148148148
16875,11858,15,14,10,11,15,14,15,11,1.4230898971158712
2646,1859,9,8,12,13,14,13,14,11,1.4233458848843463
4394,3087,13,14,13,14,8,7,13,9,1.4233884029802397
8008,5625,14,15,11,10,13,15,8,5,1.4236444444444445
11025,7744,7,8,15,11,7,8,15,11,1.4236828512396693
1925,1352,15,13,7,8,15,13,11,9,1.4238165680473374
729,512,9,8,9,11,9,8,11,8,1.423828125
15379,10800,13,12,13,15,13,15,7,4,1.4239814814814815
2240,1573,12,13,10,11,12,11,14,9,1.4240305149396058
17303,12150,13,15,11,9,11,10,11,9,1.4241152263374486
648,455,9,10,12,13,12,7,0,0,1.4241758241758242
500,351,10,9,10,13,5,3,0,0,1.4245014245014245
1755,1232,15,14,9,11,13,8,0,0,1.4245129870129871
1815,1274,15,14,11,13,11,7,0,0,1.4246467817896389
768,539,8,7,8,11,12,7,0,0,1.424860853432282
8450,5929,13,14,13,11,10,11,10,7,1.4251981784449317
5929,4160,11,13,11,10,7,8,7,4,1.4252403846153847
4400,3087,8,7,5,7,10,9,11,7,1.4253320375769356
13689,9604,13,14,9,7,13,14,9,7,1.4253436068304872
392,275,14,15,12,11,7,5,0,0,1.4254545454545455
891,625,9,10,6,5,11,10,6,5,1.4256
8281,5808,13,11,7,8,13,12,14,11,1.4257920110192837
77,54,7,6,11,9,0,0,0,0,1.4259259259259258
4563,3200,9,8,9,10,13,12,13,10,1.4259375
3993,2800,11,10,11,14,11,10,3,2,1.4260714285714287
1248,875,4,5,8,7,6,5,13,10,1.4262857142857144
3375,2366,15,14,11,13,15,13,15,11,1.426458157227388
1040,729,8,9,10,9,13,9,0,0,1.4266117969821674
2197,1540,13,14,13,11,13,10,0,0,1.4266233766233767
3146,2205,13,15,11,9,11,14,12,7,1.4267573696145124
24696,17303,9,11,14,11,14,13,14,11,1.427266947928105
3136,2197,14,13,10,13,14,13,8,5,1.4274010013654983
1225,858,5,6,5,4,14,13,14,11,1.4277389277389276
297,208,9,8,11,13,3,2,0,0,1.4278846153846154
26026,18225,14,15,13,15,13,9,11,9,1.4280384087791496
864,605,9,11,12,11,8,5,0,0,1.428099173553719
8448,5915,12,13,8,7,11,13,8,5,1.428233305156382
14000,9801,10,9,10,11,10,11,14,9,1.4284256708499132
7605,5324,13,11,9,11,13,11,5,4,1.4284372652141246
10,7,10,7,0,0,0,0,0,0,1.4285714285714286
9801,6860,11,10,11,14,9,7,9,7,1.4287172011661808
343,240,14,15,7,8,7,4,0,0,1.4291666666666667
3432,2401,6,7,8,7,13,14,11,7,1.4294044148271554
12544,8775,14,13,14,15,8,9,8,5,1.4295156695156694
1274,891,13,11,7,9,14,9,0,0,1.4298540965207631
13552,9477,14,13,8,9,11,9,11,9,1.429988392951356
143,100,11,10,13,10,0,0,0,0,1.43
2197,1536,13,12,3,4,13,12,13,8,1.4303385416666667
2250,1573,15,13,10,11,15,11,0,0,1.4303877940241576
17303,12096,11,12,11,12,13,12,11,7,1.4304728835978835
3645,2548,15,14,12,13,9,8,9,7,1.4305337519623234
1352,945,8,7,13,15,13,9,0,0,1.4306878306878308
5400,3773,15,14,12,11,5,7,12,7,1.4312218393851046
6048,4225,12,13,12,13,7,5,6,5,1.4314792899408284
19600,13689,10,9,10,13,14,13,14,9,1.4318065600116883
63,44,9,8,14,11,0,0,0,0,1.4318181818181819
242,169,14,13,11,13,11,7,0,0,1.4319526627218935
8019,5600,9,8,9,10,9,10,11,7,1.4319642857142858
1024,715,8,9,12,13,12,11,8,5,1.4321678321678322
275,192,5,6,5,4,11,8,0,0,1.4322916666666667
520,363,8,9,13,11,15,11,0,0,1.4325068870523416
3520,2457,8,9,4,3,10,13,11,7,1.4326414326414327
351,245,13,14,9,7,6,5,0,0,1.4326530612244899
1625,1134,15,14,5,6,10,9,13,9,1.4329805996472662
7865,5488,13,12,11,14,15,14,11,7,1.4331268221574345
7546,5265,14,13,14,15,7,6,11,9,1.4332383665717
5733,4000,9,10,13,10,7,10,7,4,1.43325
9317,6500,11,13,11,10,11,10,7,5,1.4333846153846155
896,625,14,15,6,5,4,5,8,5,1.4336
11011,7680,13,12,11,10,7,8,11,8,1.4337239583333334
3150,2197,15,13,10,13,12,13,7,4,1.4337733272644515
3136,2187,8,9,4,3,7,9,14,9,1.4339277549154092
1183,825,13,15,13,10,14,11,0,0,1.4339393939393938
968,675,14,15,11,10,8,7,11,9,1.434074074074074
21000,14641,10,11,10,11,15,11,14,11,1.4343282562666484
1859,1296,13,12,11,12,13,9,0,0,1.4344135802469136
1215,847,9,11,15,11,9,7,0,0,1.4344746162927982
11880,8281,11,13,8,7,15,13,9,7,1.4346093466972587
1125,784,15,14,15,14,5,4,0,0,1.4349489795918366
4851,3380,14,13,11,10,9,13,7,4,1.435207100591716
6400,4459,8,7,10,13,8,7,10,7,1.4352993944830679
735,512,7,8,15,11,7,8,11,8,1.435546875
1911,1331,13,11,7,10,14,11,15,11,1.4357625845229152
56,39,14,13,4,3,0,0,0,0,1.435897435897436
3159,2200,9,10,13,11,9,10,3,2,1.4359090909090908
3267,2275,11,13,11,10,9,10,12,7,1.436043956043956
2275,1584,13,12,7,9,15,11,5,4,1.4362373737373737
3025,2106,11,12,11,9,10,13,5,3,1.436372269705603
1287,896,9,8,13,14,11,8,0,0,1.4363839285714286
14641,10192,11,13,11,8,11,14,11,7,1.4365188383045526
1280,891,8,9,4,3,8,11,5,3,1.4365881032547698
6084,4235,13,14,13,11,12,11,6,5,1.4365997638724912
352,245,4,5,8,7,11,7,0,0,1.436734693877551
845,588,13,14,13,14,5,3,0,0,1.4370748299319729
19208,13365,14,15,14,11,7,9,14,9,1.437186681631126
539,375,14,15,11,10,7,5,0,0,1.4373333333333334
8281,5760,14,15,7,8,13,12,13,8,1.437673611111111
29400,20449,14,13,10,11,15,13,14,11,1.4377231160447943
