r1,r2,a1,b1,a2,b2,a3,b3,a4,b4,ratio
65,189,8,9,13,14,5,12,0,0,0.3439153439153439
4719,13720,11,10,11,14,13,14,3,7,0.34395043731778424
756,2197,14,13,14,13,9,13,3,7,0.34410559854346834
1575,4576,7,8,15,11,10,13,3,8,0.3441870629370629
3025,8788,15,13,11,12,11,13,5,13,0.34421939007737823
5040,14641,9,11,14,11,10,11,4,11,0.3442387815039956
1859,5400,13,15,13,10,11,15,5,12,0.34425925925925926
640,1859,12,13,12,13,10,9,4,11,0.3442711135018827
1458,4235,9,10,9,7,9,11,4,11,0.34427390791027157
125,363,10,11,10,11,5,12,0,0,0.3443526170798898
135,392,15,14,6,7,3,8,0,0,0.34438775510204084
1536,4459,6,7,8,7,8,7,4,13,0.34447185467593633
441,1280,9,8,7,8,7,6,3,10,0.34453125
1300,3773,8,7,5,7,13,11,5,14,0.34455340577789556
112,325,14,15,6,5,4,13,0,0,0.3446153846153846
91,264,13,11,7,10,5,12,0,0,0.3446969696969697
121,351,11,12,11,9,4,13,0,0,0.34472934472934474
3861,11200,9,10,13,14,11,10,3,8,0.3447321428571429
512,1485,8,9,4,3,8,11,2,5,0.3447811447811448
3575,10368,13,12,5,6,11,12,5,12,0.34481095679012347
1760,5103,8,9,11,9,8,9,5,14,0.34489515970997453
169,490,13,14,13,14,2,5,0,0,0.3448979591836735
7056,20449,9,11,14,11,14,13,4,13,0.34505354785075065
175,507,14,13,5,6,5,13,0,0,0.34516765285996054
243,704,9,8,9,11,3,8,0,0,0.34517045454545453
3267,9464,11,13,9,7,11,13,3,8,0.3452028740490279
1728,5005,12,13,8,7,9,11,2,5,0.34525474525474525
4000,11583,8,9,10,9,10,11,5,13,0.345333678667012
585,1694,13,11,9,11,5,14,0,0,0.34533648170011805
220,637,8,7,11,14,5,13,0,0,0.3453689167974882
2048,5929,8,7,8,11,8,7,4,11,0.3454208129532805
1625,4704,5,6,5,4,13,14,5,14,0.34545068027210885
539,1560,14,13,7,8,11,12,2,5,0.3455128205128205
3136,9075,14,15,14,15,12,11,4,11,0.345564738292011
3185,9216,13,12,7,8,7,8,5,12,0.3455946180555556
216,625,6,5,4,5,6,5,3,10,0.3456
28,81,8,9,14,15,5,12,0,0,0.345679012345679
1521,4400,9,8,13,15,13,11,3,10,0.3456818181818182
121,350,11,10,11,14,2,5,0,0,0.3457142857142857
1859,5376,13,12,11,14,13,12,3,8,0.34579613095238093
4500,13013,15,14,10,13,15,11,4,13,0.3458080381157304
4394,12705,13,14,13,11,13,15,4,11,0.3458480913026368
4900,14157,10,11,14,11,7,9,5,13,0.3461185279367098
9,26,9,8,4,13,0,0,0,0,0.34615384615384615
2304,6655,6,5,8,11,12,11,4,11,0.34620586025544703
3025,8736,15,14,11,13,11,12,5,12,0.346268315018315
80,231,8,9,15,14,4,11,0,0,0.3463203463203463
594,1715,8,7,11,14,9,10,3,7,0.34635568513119536
1375,3969,10,9,11,14,10,9,5,14,0.34643487024439407
7605,21952,13,14,13,14,15,14,3,8,0.34643768221574345
343,990,14,15,7,8,7,6,4,11,0.3464646464646465
693,2000,14,15,11,10,9,8,3,10,0.3465
2695,7776,7,6,7,9,11,12,5,12,0.3465792181069959
1331,3840,11,12,11,12,11,8,3,10,0.34661458333333334
9900,28561,15,13,11,13,12,13,5,13,0.34662651867931793
26,75,13,15,2,5,0,0,0,0,0.3466666666666667
6000,17303,10,11,12,11,10,11,5,13,0.34676067733918975
1573,4536,13,15,11,9,11,14,5,12,0.34678130511463845
2430,7007,15,14,9,11,9,7,4,13,0.34679606108177535
12375,35672,15,14,11,14,15,14,5,13,0.34691074231890556
6860,19773,14,13,7,9,14,13,5,13,0.34693774338744754
1155,3328,9,8,11,13,7,8,5,12,0.34705528846153844
42,121,9,11,14,11,1,3,0,0,0.34710743801652894
176,507,12,13,11,9,4,13,0,0,0.34714003944773175
243,700,9,10,9,7,3,10,0,0,0.34714285714285714
25,72,5,6,5,12,0,0,0,0,0.3472222222222222
1089,3136,15,14,11,10,11,14,3,8,0.34725765306122447
4160,11979,8,9,13,11,10,11,4,11,0.34727439686117373
2560,7371,8,9,8,7,8,9,5,13,0.34730701397368063
936,2695,13,14,9,7,4,5,4,11,0.3473098330241187
715,2058,10,9,11,14,13,14,3,7,0.34742468415937805
1911,5500,13,11,7,10,7,5,3,10,0.34745454545454546
1694,4875,14,15,11,10,11,13,2,5,0.3474871794871795
1001,2880,13,12,7,9,11,10,3,8,0.34756944444444443
8400,24167,14,13,10,11,15,13,4,13,0.34758141267017006
9464,27225,14,15,13,11,13,15,4,11,0.3476216712580349
704,2025,8,9,4,3,11,15,2,5,0.3476543209876543
2025,5824,9,8,10,13,9,8,5,14,0.3476991758241758
169,486,8,9,13,12,13,15,5,12,0.3477366255144033
3240,9317,15,14,12,11,9,11,4,11,0.34775142213158744
2880,8281,12,13,12,13,8,7,5,14,0.3477840840478203
375,1078,15,14,10,11,5,14,0,0,0.34786641929499074
294,845,14,13,14,13,3,10,0,0,0.3479289940828402
245,704,7,8,15,11,7,8,1,3,0.34801136363636365
4235,12168,11,12,11,12,14,13,5,13,0.3480440499671269
891,2560,9,8,9,10,11,12,3,8,0.348046875
448,1287,14,13,8,9,4,11,0,0,0.3480963480963481
1053,3025,9,10,13,11,9,10,4,11,0.348099173553719
792,2275,12,13,6,5,11,15,3,7,0.34813186813186814
2275,6534,13,11,7,9,10,11,5,12,0.34817875726966635
1100,3159,5,6,10,9,11,9,4,13,0.3482114593225704
39,112,13,14,3,8,0,0,0,0,0.3482142857142857
1331,3822,11,13,11,9,11,14,3,7,0.348246991104134
256,735,8,7,11,15,8,7,4,11,0.34829931972789113
1690,4851,8,9,13,14,13,11,5,14,0.34838177695320555
392,1125,14,15,14,15,2,5,0,0,0.34844444444444445
847,2430,11,12,11,9,14,15,1,3,0.348559670781893
648,1859,9,10,12,13,12,11,5,13,0.34857450242065624
675,1936,9,11,15,11,5,6,3,8,0.34865702479338845
825,2366,15,14,11,13,5,13,0,0,0.34868977176669486
2197,6300,13,15,13,10,13,14,1,3,0.3487301587301587
3840,11011,8,7,8,11,12,11,5,13,0.34874216692398513
3250,9317,10,11,10,11,13,11,5,14,0.34882472899001826
2000,5733,8,7,5,7,10,9,5,13,0.3488574917146346
5265,15092,13,14,9,7,9,11,5,14,0.3488603233501193
567,1625,14,13,9,10,9,10,2,5,0.34892307692307695
245,702,7,6,7,9,5,13,0,0,0.349002849002849
2457,7040,9,8,7,8,13,11,3,10,0.3490056818181818
363,1040,11,13,11,10,3,8,0,0,0.3490384615384615
96,275,6,5,4,5,4,11,0,0,0.3490909090909091
2800,8019,10,9,7,9,10,9,4,11,0.3491707195410899
169,484,13,11,8,11,13,12,3,8,0.34917355371900827
22,63,10,9,11,14,2,5,0,0,0.3492063492063492
4225,12096,13,12,5,6,13,12,5,14,0.34928902116402116
945,2704,15,13,7,8,15,13,3,10,0.3494822485207101
6048,17303,9,11,14,11,12,11,4,13,0.34953476275790324
1573,4500,13,15,11,9,11,10,3,10,0.34955555555555556
768,2197,12,13,12,13,4,3,4,13,0.34956759217114247
50,143,10,11,5,13,0,0,0,0,0.34965034965034963
891,2548,9,10,9,7,11,13,5,14,0.3496860282574568
120,343,6,7,8,7,5,14,0,0,0.3498542274052478
7,20,14,15,3,8,0,0,0,0,0.35
2662,7605,11,13,11,10,11,9,4,13,0.3500328731097962
605,1728,11,12,11,12,5,12,0,0,0.35011574074074076
104,297,8,9,13,11,1,3,0,0,0.3501683501683502
429,1225,6,5,13,15,11,14,3,7,0.35020408163265304
2197,6272,13,14,13,14,13,12,3,8,0.3502869897959184
2205,6292,9,11,14,11,7,8,5,13,0.3504450095359186
770,2197,14,13,11,13,5,13,0,0,0.3504779244424215
729,2080,9,8,9,10,9,8,4,13,0.3504807692307692
1183,3375,14,15,13,15,13,9,3,10,0.3505185185185185
875,2496,15,13,5,6,7,8,5,12,0.3505608974358974
1400,3993,10,11,14,11,5,6,4,11,0.3506135737540696
1600,4563,8,9,4,3,10,13,5,13,0.35064650449265833
27,77,9,11,3,7,0,0,0,0,0.35064935064935066
2904,8281,11,13,8,7,11,13,3,7,0.35068228474821883
625,1782,5,6,10,9,10,11,5,12,0.3507295173961841
275,784,15,14,11,14,5,12,0,0,0.350765306122449
2080,5929,13,11,8,11,8,7,5,14,0.3508180131556755
539,1536,11,10,7,8,7,8,5,12,0.3509114583333333
637,1815,13,11,7,10,14,11,1,3,0.3509641873278237
616,1755,14,15,11,9,4,13,0,0,0.350997150997151
351,1000,9,10,13,10,3,10,0,0,0.351
455,1296,13,12,7,9,5,12,0,0,0.35108024691358025
6075,17303,9,11,15,11,9,11,5,13,0.35109518580592963
1573,4480,13,12,11,14,11,8,3,10,0.35111607142857143
5400,15379,12,13,12,13,15,14,5,13,0.3511281617790494
256,729,8,9,10,9,8,9,2,5,0.3511659807956104
676,1925,13,15,13,10,6,7,4,11,0.3511688311688312
1859,5292,13,14,13,14,11,9,1,3,0.3512849584278156
3375,9604,15,14,6,7,15,14,5,14,0.3514160766347355
1960,5577,14,13,14,13,8,11,5,12,0.3514434283665053
1701,4840,9,11,14,11,9,8,3,10,0.3514462809917355
297,845,14,13,11,10,9,13,3,7,0.3514792899408284
45,128,9,8,5,6,3,8,0,0,0.3515625
6655,18928,11,13,11,8,11,14,5,13,0.3515955198647506
468,1331,13,11,9,11,4,11,0,0,0.3516153268219384
32,91,8,7,4,13,0,0,0,0,0.3516483516483517
325,924,13,14,10,11,5,12,0,0,0.35173160173160173
3861,10976,9,8,13,14,11,14,3,7,0.35176749271137026
343,975,14,15,7,8,7,5,4,13,0.3517948717948718
845,2401,13,14,13,14,8,7,5,14,0.35193669304456476
1568,4455,8,9,14,15,14,11,1,3,0.3519640852974186
44,125,6,5,11,15,2,5,0,0,0.352
770,2187,8,9,11,9,7,9,5,12,0.3520804755372657
169,480,13,12,13,12,3,10,0,0,0.35208333333333336
7200,20449,12,13,10,11,12,11,5,13,0.3520954569905619
1331,3780,11,12,11,9,11,15,3,7,0.3521164021164021
2916,8281,12,13,9,7,9,13,3,7,0.35213138509841807
1664,4725,8,9,8,7,13,15,2,5,0.3521693121693122
1250,3549,10,9,10,13,15,14,5,13,0.3522118906734291
6075,17248,15,14,9,11,15,14,3,8,0.3522147495361781
252,715,14,13,9,11,2,5,0,0,0.35244755244755244
1365,3872,13,11,7,8,9,11,5,12,0.3525309917355372
55,156,11,13,5,12,0,0,0,0,0.3525641025641026
3159,8960,9,8,13,14,9,8,3,10,0.35256696428571427
128,363,8,9,12,11,4,11,0,0,0.3526170798898072
432,1225,4,5,8,7,9,10,3,7,0.3526530612244898
200,567,8,9,10,9,5,14,0,0,0.3527336860670194
1521,4312,13,14,13,11,9,10,5,14,0.3527365491651206
121,343,8,7,11,14,11,12,3,7,0.35276967930029157
441,1250,14,15,9,10,7,5,3,10,0.3528
343,972,7,6,7,9,14,15,5,12,0.35288065843621397
847,2400,11,10,11,12,7,8,2,5,0.35291666666666666
10080,28561,14,13,12,13,15,13,4,13,0.3529288190189419
1456,4125,14,15,12,11,13,15,2,5,0.352969696969697
2625,7436,7,8,15,11,10,13,5,13,0.35301237224314147
143,405,13,15,11,9,1,3,0,0,0.3530864197530864
3888,11011,9,11,9,7,12,11,4,13,0.3531014440105349
5000,14157,10,9,10,11,10,11,5,13,0.35318217136398955
225,637,15,14,6,7,5,13,0,0,0.3532182103610675
147,416,14,13,7,8,3,8,0,0,0.35336538461538464
2352,6655,9,11,14,11,14,15,4,11,0.35341848234410217
896,2535,14,13,14,15,8,7,4,13,0.3534516765285996
486,1375,9,10,12,11,9,10,2,5,0.35345454545454547
35,99,13,11,7,9,5,13,0,0,0.35353535353535354
4840,13689,11,13,10,9,11,9,4,13,0.35356855869676385
99,280,15,14,11,10,3,10,0,0,0.3535714285714286
1375,3888,5,6,10,9,11,12,5,12,0.3536522633744856
52,147,8,9,13,14,3,7,0,0,0.35374149659863946
637,1800,14,15,14,15,13,12,3,8,0.35388888888888886
7000,19773,10,9,10,13,14,13,5,13,0.35401810549739543
405,1144,15,13,9,11,3,8,0,0,0.354020979020979
5445,15379,11,13,9,7,11,13,5,13,0.35405422979387474
5184,14641,9,11,12,11,12,11,4,11,0.3540741752612526
1859,5250,13,15,13,10,11,15,3,7,0.3540952380952381
4608,13013,12,13,12,13,8,7,4,11,0.35410743103050796
300,847,10,11,12,11,5,14,0,0,0.3541912632821724
243,686,6,7,9,7,6,7,3,8,0.35422740524781343
625,1764,15,14,5,6,10,9,5,14,0.3543083900226757
343,968,7,8,14,11,7,8,4,11,0.3543388429752066
539,1521,14,13,14,15,11,13,5,12,0.35437212360289283
567,1600,9,8,9,10,7,6,3,10,0.354375
1225,3456,7,8,5,4,7,9,5,12,0.35445601851851855
576,1625,6,5,4,5,6,5,4,13,0.35446153846153844
363,1024,11,12,11,12,9,8,3,8,0.3544921875
1120,3159,14,13,8,9,8,9,5,12,0.354542576764799
39,110,13,11,3,10,0,0,0,0,0.35454545454545455
484,1365,6,7,11,9,11,13,2,5,0.3545787545787546
715,2016,13,12,11,14,5,12,0,0,0.35466269841269843
2704,7623,8,9,13,14,13,11,4,11,0.3547159910796274
2156,6075,14,15,11,9,7,9,2,5,0.35489711934156376
1331,3750,11,10,11,15,11,10,2,5,0.3549333333333333
945,2662,9,11,15,11,7,8,4,11,0.3549962434259955
60,169,12,13,5,13,0,0,0,0,0.35502958579881655
2187,6160,9,10,9,7,9,11,3,8,0.35503246753246753
4394,12375,13,15,13,10,13,15,4,11,0.3550707070707071
125,352,5,6,5,4,10,11,3,8,0.35511363636363635
4455,12544,9,8,11,14,9,8,5,14,0.3551498724489796
5200,14641,10,11,10,11,13,11,4,11,0.35516699678983676
3200,9009,10,9,10,13,8,7,4,11,0.3552003552003552
2106,5929,13,14,9,7,9,11,4,11,0.35520323832012146
1584,4459,8,7,11,14,12,13,3,7,0.3552366001345593
975,2744,15,14,13,14,5,14,0,0,0.3553206997084548
1372,3861,14,15,14,11,7,9,5,13,0.35534835534835535
231,650,14,13,11,10,3,10,0,0,0.3553846153846154
91,256,13,12,7,8,3,8,0,0,0.35546875
1331,3744,11,12,11,12,11,8,4,13,0.35550213675213677
2366,6655,13,11,7,10,13,11,4,11,0.3555221637866266
16,45,8,9,2,5,0,0,0,0,0.35555555555555557
845,2376,13,11,7,9,13,14,5,12,0.35563973063973064
605,1701,10,9,11,14,11,9,1,3,0.3556731334509112
5577,15680,13,14,13,14,11,10,3,8,0.35567602040816326
1323,3718,14,13,9,11,14,13,3,8,0.3558364712210866
2197,6174,13,14,13,14,13,14,4,9,0.35584710074505993
2002,5625,14,15,11,10,13,15,2,5,0.3559111111111111
1925,5408,15,13,11,13,7,8,5,12,0.35595414201183434
729,2048,9,8,3,4,9,8,3,8,0.35595703125
560,1573,10,11,14,11,4,13,0,0,0.35600762873490144
162,455,9,10,9,7,4,13,0,0,0.35604395604395606
125,351,10,9,10,13,5,12,0,0,0.3561253561253561
1755,4928,9,8,13,14,9,11,5,12,0.3561282467532468
1815,5096,11,13,9,7,11,14,5,12,0.3561616954474097
192,539,6,7,8,7,4,11,0,0,0.3562152133580705
4225,11858,13,14,13,11,10,11,5,14,0.3562995446112329
1100,3087,8,7,11,14,10,9,5,14,0.3563330093942339
98,275,14,15,14,11,3,10,0,0,0.3563636363636364
891,2500,9,10,6,5,11,10,3,10,0.3564
77,216,14,15,11,12,5,12,0,0,0.35648148148148145
3993,11200,11,10,11,14,11,10,3,8,0.35651785714285716
5824,16335,13,11,8,11,14,15,4,9,0.35653504744413833
312,875,6,5,13,15,6,7,2,5,0.3565714285714286
3375,9464,9,8,10,13,15,13,5,14,0.356614539306847
260,729,8,9,10,9,13,12,1,3,0.35665294924554186
2197,6160,13,14,13,11,13,12,3,10,0.35665584415584417
1573,4410,13,15,11,9,11,14,3,7,0.3566893424036281
784,2197,14,13,14,13,4,13,0,0,0.3568502503413746
1225,3432,7,8,14,11,5,6,5,13,0.3569347319347319
297,832,9,8,11,13,3,8,0,0,0.35697115384615385
216,605,9,10,12,11,4,11,0,0,0.35702479338842974
2112,5915,12,13,8,7,11,13,2,5,0.3570583262890955
5,14,5,14,0,0,0,0,0,0,0.35714285714285715
3328,9317,13,11,8,11,8,7,4,11,0.3571965224857787
2048,5733,8,9,8,7,8,7,4,13,0.3572300715157858
343,960,14,15,7,8,7,6,3,8,0.3572916666666667
858,2401,8,7,11,14,13,14,3,7,0.35735110370678885
3136,8775,14,15,14,15,12,13,4,9,0.35737891737891736
637,1782,13,11,7,9,14,15,5,12,0.3574635241301908
3388,9477,11,13,11,9,7,9,4,9,0.357497098237839
143,400,13,12,11,10,3,10,0,0,0.3575
8640,24167,12,13,12,13,12,11,5,13,0.35751231017503204
1125,3146,9,11,15,11,5,6,5,13,0.3575969485060394
338,945,13,14,13,15,4,9,0,0,0.3576719576719577
1350,3773,15,14,12,11,5,7,3,7,0.35780545984627615
1512,4225,12,13,12,13,7,5,3,10,0.3578698224852071
4900,13689,14,13,7,9,10,9,5,13,0.35795164000292207
63,176,9,11,7,6,3,8,0,0,0.35795454545454547
121,338,11,13,11,10,5,13,0,0,0.35798816568047337
256,715,4,5,8,7,14,13,4,11,0.35804195804195804
275,768,7,8,5,4,11,12,5,14,0.3580729166666667
130,363,13,11,8,11,5,12,0,0,0.3581267217630854
880,2457,15,14,11,13,8,9,4,9,0.3581603581603582
351,980,13,14,9,7,3,10,0,0,0.35816326530612247
1625,4536,13,12,5,6,10,9,5,14,0.35824514991181655
1352,3773,13,14,13,14,8,7,4,11,0.3583355420090114
224,625,14,15,6,5,4,5,2,5,0.3584
1575,4394,15,13,7,8,15,13,4,13,0.3584433318161129
784,2187,7,6,7,9,8,9,4,9,0.3584819387288523
1183,3300,14,15,13,11,13,15,3,8,0.35848484848484846
242,675,11,10,11,15,4,9,0,0,0.3585185185185185
1859,5184,13,12,11,12,13,15,5,12,0.3586033950617284
2000,5577,10,9,10,13,15,13,4,11,0.3586157432311278
1215,3388,15,14,12,11,9,11,3,8,0.35861865407319954
2970,8281,11,13,9,7,12,13,5,14,0.3586523366743147
1125,3136,9,8,5,6,15,14,5,14,0.35873724489795916
1600,4459,8,7,10,13,8,7,5,14,0.35882484862076697
735,2048,7,8,5,4,7,8,3,8,0.35888671875
14,39,14,13,1,3,0,0,0,0,0.358974358974359
3159,8800,9,10,13,11,9,10,3,8,0.3589772727272727
3267,9100,11,13,11,10,9,10,3,7,0.359010989010989
2275,6336,13,11,7,8,5,6,5,12,0.3590593434343434
3025,8424,11,12,11,9,10,13,5,12,0.35909306742640074
1287,3584,13,12,11,14,9,8,3,8,0.35909598214285715
320,891,8,9,10,9,4,11,0,0,0.35914702581369246
1521,4235,13,14,13,11,12,11,3,10,0.3591499409681228
88,245,8,7,11,14,2,5,0,0,0.35918367346938773
845,2352,13,14,13,14,5,12,0,0,0.3592687074829932
539,1500,14,15,11,10,7,6,3,10,0.35933333333333334
243,676,12,13,12,13,9,8,3,8,0.3594674556213018
728,2025,14,15,13,15,4,9,0,0,0.3595061728395062
360,1001,12,13,10,11,3,7,0,0,0.3596403596403596
1375,3822,10,9,11,14,15,14,5,13,0.3597592883307169
1029,2860,14,13,7,8,14,11,3,10,0.3597902097902098
864,2401,6,7,8,7,6,7,3,7,0.35985006247396917
2695,7488,14,13,7,8,11,12,5,12,0.35990918803418803
392,1089,9,11,14,11,7,9,4,9,0.35996326905417814
4928,13689,14,13,8,9,11,9,4,13,0.3599970779457959
9,25,9,10,2,5,0,0,0,0,0.36
175,486,10,9,7,9,5,12,0,0,0.360082304526749
507,1408,13,12,3,4,13,11,3,8,0.3600852272727273
121,336,11,10,11,14,5,12,0,0,0.3601190476190476
416,1155,8,7,13,15,4,11,0,0,0.3601731601731602
1430,3969,10,9,11,14,13,14,4,9,0.36029226505416984
567,1573,9,11,14,11,9,8,4,13,0.3604577240940877
792,2197,15,13,11,13,12,13,2,5,0.3604915794264907
676,1875,13,15,13,10,4,5,2,5,0.3605333333333333
75,208,15,13,5,6,3,8,0,0,0.3605769230769231
480,1331,10,11,12,11,4,11,0,0,0.3606311044327573
1280,3549,12,13,8,7,8,9,5,13,0.3606649760495914
972,2695,9,10,9,7,8,11,3,7,0.3606679035250464
250,693,10,9,10,11,5,14,0,0,0.36075036075036077
495,1372,15,14,11,14,3,7,0,0,0.3607871720116618
2744,7605,14,13,14,15,14,13,1,3,0.36081525312294543
1715,4752,7,8,14,11,7,9,5,12,0.3609006734006734
231,640,11,10,7,8,3,8,0,0,0.3609375
1092,3025,13,11,7,10,6,5,4,11,0.3609917355371901
352,975,14,15,11,10,8,7,4,13,0.36102564102564105
13,36,13,12,1,3,0,0,0,0,0.3611111111111111
2662,7371,11,13,11,9,11,14,4,9,0.3611450278116945
1024,2835,8,9,8,7,8,9,2,5,0.3611992945326279
10125,28028,15,14,9,11,15,14,5,13,0.36124589696018267
10976,30375,14,15,14,15,14,15,4,9,0.36134979423868313
672,1859,14,13,12,11,4,13,0,0,0.36148466917697686
175,484,10,11,14,11,5,6,3,8,0.3615702479338843
550,1521,11,13,10,9,5,13,0,0,0.3616042077580539
81,224,9,8,9,10,5,14,0,0,0.36160714285714285
2197,6075,13,12,13,15,13,15,4,9,0.3616460905349794
625,1728,5,6,5,4,5,6,5,12,0.3616898148148148
1152,3185,4,5,8,7,12,13,3,7,0.36169544740973314
195,539,13,14,12,11,5,14,0,0,0.36178107606679033
588,1625,14,15,9,10,7,5,4,13,0.3618461538461539
637,1760,14,15,7,8,13,11,3,8,0.3619318181818182
847,2340,11,12,11,12,14,13,2,5,0.36196581196581196
896,2475,14,15,12,11,8,9,2,5,0.362020202020202
5005,13824,13,12,11,12,7,8,5,12,0.36205150462962965
1183,3267,13,11,7,9,13,11,1,3,0.362105907560453
88,243,8,9,11,9,1,3,0,0,0.36213991769547327
507,1400,13,15,13,10,3,4,3,7,0.36214285714285716
3375,9317,9,11,15,11,10,11,5,14,0.36224106472040357
3000,8281,15,14,10,13,8,7,5,13,0.3622750875498128
245,676,14,13,7,8,5,13,0,0,0.3624260355029586
1296,3575,9,10,12,13,12,11,2,5,0.3625174825174825
1400,3861,14,13,10,11,5,6,4,9,0.3626003626003626
351,968,13,11,9,11,3,8,0,0,0.36260330578512395
33,91,11,13,3,7,0,0,0,0,0.3626373626373626
1536,4235,4,5,8,7,12,11,4,11,0.3626918536009445
325,896,7,8,5,4,13,14,5,14,0.3627232142857143
3380,9317,13,11,8,11,13,11,5,14,0.36277771814961896
160,441,8,9,8,7,5,14,0,0,0.36281179138321995
49,135,14,15,7,8,4,9,0,0,0.362962962962963
363,1000,9,10,11,10,11,10,1,3,0.363
4235,11664,11,12,11,9,7,9,5,12,0.3630829903978052
675,1859,15,13,9,11,5,13,0,0,0.3630984400215169
2912,8019,8,9,13,11,7,9,4,9,0.3631375483227335
572,1575,11,10,13,15,8,7,1,3,0.36317460317460315
2197,6048,13,12,13,14,13,15,5,12,0.36326058201058203
4000,11011,10,11,10,11,10,7,4,13,0.3632730905458178
1620,4459,6,7,9,7,6,7,5,13,0.36331015922852655
189,520,14,13,9,10,3,8,0,0,0.36346153846153845
605,1664,9,8,11,13,11,12,5,12,0.3635817307692308
4,11,4,11,0,0,0,0,0,0,0.36363636363636365
3872,10647,11,13,8,7,11,9,4,13,0.36367051751667134
891,2450,9,10,9,7,11,15,3,7,0.3636734693877551
275,756,10,9,11,14,5,12,0,0,0.3637566137566138
4563,12544,13,14,13,14,9,8,3,8,0.3637595663265306
624,1715,6,7,8,7,13,14,2,5,0.3638483965014577
10985,30184,13,14,13,11,13,14,5,14,0.3639345348529022
91,250,9,8,14,15,13,15,2,5,0.364
6300,17303,9,11,14,11,10,11,5,13,0.36409871120614923
1573,4320,11,12,11,12,13,12,2,5,0.36412037037037037
800,2197,14,13,10,13,10,7,4,13,0.36413290851160673
729,2002,9,10,9,7,9,11,5,13,0.36413586413586413
2704,7425,13,15,13,10,8,11,4,9,0.36417508417508415
625,1716,15,13,5,6,10,11,5,12,0.36421911421911424
7425,20384,15,14,11,13,15,14,3,8,0.36425627943485084
2160,5929,15,14,12,11,6,7,4,11,0.364311013661663
125,343,8,7,5,7,15,14,5,12,0.36443148688046645
441,1210,9,11,14,11,14,15,3,8,0.36446280991735536
308,845,14,13,11,10,4,13,0,0,0.36449704142011835
729,2000,9,8,9,10,9,10,2,5,0.3645
35,96,7,8,5,12,0,0,0,0,0.3645833333333333
6655,18252,11,13,11,9,11,13,5,12,0.3646175761560377
3267,8960,11,10,11,14,9,8,3,8,0.3646205357142857
1456,3993,13,11,8,11,14,11,1,3,0.3646381167042324
128,351,8,9,4,3,4,13,0,0,0.3646723646723647
702,1925,9,10,12,11,13,14,2,5,0.36467532467532465
325,891,13,11,7,9,10,9,5,14,0.36475869809203143
143,392,13,12,11,14,3,7,0,0,0.3647959183673469
8820,24167,14,13,14,13,9,13,5,11,0.3649604833036786
1232,3375,14,15,11,10,4,5,4,9,0.36503703703703705
1215,3328,9,8,10,13,9,8,3,8,0.36508413461538464
1183,3240,13,12,7,9,13,10,1,3,0.3651234567901235
486,1331,9,11,15,11,9,11,2,5,0.3651389932381668
1331,3645,11,12,11,9,11,15,4,9,0.3651577503429355
432,1183,12,13,12,13,3,7,0,0,0.36517328825021134
5000,13689,10,9,10,13,10,9,5,13,0.36525677551318575
225,616,15,14,9,11,5,12,0,0,0.3652597402597403
2560,7007,8,7,8,11,8,7,5,13,0.3653489367775082
1029,2816,7,8,14,11,7,8,3,8,0.3654119318181818
1755,4802,13,14,9,7,6,7,5,14,0.36547271970012496
784,2145,14,13,14,15,4,11,0,0,0.3655011655011655
594,1625,9,10,12,13,11,10,2,5,0.36553846153846153
3185,8712,13,11,7,9,7,8,5,11,0.3655876951331497
385,1053,5,6,11,9,14,15,5,13,0.36562203228869894
117,320,9,8,13,15,3,8,0,0,0.365625
1331,3640,11,13,11,8,11,14,2,5,0.36565934065934064
3584,9801,8,9,14,11,8,11,4,9,0.3656769717375778
64,175,4,5,8,7,2,5,0,0,0.3657142857142857
5625,15379,15,13,10,13,15,13,5,14,0.36575850185317643
800,2187,8,9,10,9,8,9,5,12,0.36579789666209417
169,462,13,14,13,11,1,3,0,0,0.3658008658008658
484,1323,8,7,11,15,11,9,5,14,0.36583522297808013
2835,7744,9,11,15,11,7,8,3,8,0.36608987603305787
495,1352,9,8,11,13,5,13,0,0,0.3661242603550296
4004,10935,13,15,11,9,7,9,4,9,0.3661636945587563
2197,6000,13,15,13,10,13,15,3,8,0.36616666666666664
576,1573,12,13,12,11,4,11,0,0,0.36617927527018435
975,2662,13,11,10,11,9,11,5,12,0.36626596543951917
100,273,10,9,10,13,3,7,0,0,0.3663003663003663
3159,8624,9,8,13,14,9,11,3,7,0.3663033395176252
3267,8918,11,13,9,7,11,14,3,7,0.3663377438887643
343,936,14,15,7,8,7,6,5,13,0.36645299145299143
880,2401,8,7,11,14,8,7,5,14,0.3665139525197834
504,1375,14,15,12,11,9,10,2,5,0.36654545454545456
980,2673,10,9,7,9,14,11,1,3,0.3666292555181444
3549,9680,13,11,7,10,13,11,3,8,0.36663223140495865
11,30,11,10,1,3,0,0,0,0,0.36666666666666664
845,2304,13,12,13,12,7,8,5,14,0.3667534722222222
7500,20449,15,13,10,11,10,11,5,13,0.3667661010318353
6655,18144,11,12,11,9,11,14,5,12,0.3667879188712522
208,567,8,9,13,14,4,9,0,0,0.36684303350970016
4032,10985,12,13,12,13,7,5,4,13,0.3670459717796996
105,286,14,13,9,11,5,12,0,0,0.36713286713286714
2420,6591,15,13,11,13,11,9,4,13,0.36716734941587015
2673,7280,9,8,11,13,9,10,3,7,0.36717032967032964
